Indicator,Observed Today,Frequency (7d),Frequency (30d),Probability: Today,Confidence: Today,Probability: 7-Day,Confidence: 7-Day,Probability: 14-Day,Confidence: 14-Day,Probability: 30-Day,Confidence: 30-Day
hr-buyerguide.com,0,1.0,7.0,6.81%,Today: Low confidence,93.76%,7-Day: Possibly active,100.0%,14-Day: Possibly active,100.0%,30-Day: Possibly active
irp.cdn-website.com,0,0.0,0.0,0.02%,Today: Low confidence,0.44%,7-Day: Low confidence,2.17%,14-Day: Low confidence,11.21%,30-Day: Low confidence
killeencityjail.org,0,0.0,0.0,0.02%,Today: Low confidence,0.51%,7-Day: Low confidence,2.56%,14-Day: Low confidence,20.49%,30-Day: Low confidence
leatherbook.org,0,3.0,11.0,26.78%,Today: Possibly active,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
links.rasa.io,1,6.0,27.0,78.53%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
ln5.sync.com,0,1.0,9.0,6.77%,Today: Low confidence,99.36%,7-Day: Possibly active,100.0%,14-Day: Possibly active,100.0%,30-Day: Possibly active
mangolinkcam.com,0,1.0,1.0,24.61%,Today: Possibly active,57.1%,7-Day: Possibly active,81.71%,14-Day: Possibly active,98.78%,30-Day: Possibly active
manusinvites.org,0,0.0,0.0,0.01%,Today: Low confidence,0.46%,7-Day: Low confidence,2.23%,14-Day: Low confidence,16.97%,30-Day: Low confidence
mavink.com,0,6.0,10.0,71.28%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
muse.krazzykriss.com,0,0.0,1.0,0.36%,Today: Low confidence,9.83%,7-Day: Low confidence,34.13%,14-Day: Low confidence,71.1%,30-Day: Low confidence
newgoodfoodmarket.com,0,1.0,8.0,5.28%,Today: Low confidence,97.63%,7-Day: Possibly active,100.0%,14-Day: Possibly active,100.0%,30-Day: Possibly active
northcentralregionaljail.org,0,0.0,0.0,0.01%,Today: Low confidence,0.26%,7-Day: Low confidence,1.19%,14-Day: Low confidence,13.24%,30-Day: Low confidence
objectstorage.ap-seoul-1.oraclecloud.com,0,0.0,0.0,0.0%,Today: Low confidence,0.0%,7-Day: Low confidence,0.0%,14-Day: Low confidence,0.65%,30-Day: Low confidence
omnicell.com,1,7.0,30.0,80.76%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
opendoorsnfp.org,0,0.0,4.0,1.31%,Today: Low confidence,34.54%,7-Day: Low confidence,98.67%,14-Day: Low confidence,100.0%,30-Day: Low confidence
opnform.com,0,0.0,6.0,0.34%,Today: Low confidence,29.56%,7-Day: Low confidence,60.49%,14-Day: Low confidence,84.56%,30-Day: Low confidence
page.24supportkit.com,0,3.0,14.0,20.4%,Today: Possibly active,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
paste.gg,0,0.0,0.0,0.0%,Today: Low confidence,0.01%,7-Day: Low confidence,0.01%,14-Day: Low confidence,2.44%,30-Day: Low confidence
platform.deepseek.com,0,0.0,1.0,0.61%,Today: Low confidence,9.95%,7-Day: Low confidence,37.05%,14-Day: Low confidence,70.53%,30-Day: Low confidence
premium.davidabostic.com,0,0.0,0.0,0.0%,Today: Low confidence,0.16%,7-Day: Low confidence,0.76%,14-Day: Low confidence,5.78%,30-Day: Low confidence
prosinthecity.com,0,0.0,1.0,0.06%,Today: Low confidence,6.5%,7-Day: Low confidence,11.87%,14-Day: Low confidence,43.34%,30-Day: Low confidence
r3.o.lencr.org,0,0.0,2.0,0.4%,Today: Low confidence,15.36%,7-Day: Low confidence,43.71%,14-Day: Low confidence,78.95%,30-Day: Low confidence
rednosehorse.com,0,1.0,8.0,5.36%,Today: Low confidence,97.63%,7-Day: Possibly active,100.0%,14-Day: Possibly active,100.0%,30-Day: Possibly active
rqipartners.com,1,7.0,30.0,92.32%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
status.deepseek.com,0,0.0,0.0,0.0%,Today: Low confidence,0.0%,7-Day: Low confidence,0.0%,14-Day: Low confidence,0.11%,30-Day: Low confidence
summerwaterhall.com,0,0.0,2.0,0.35%,Today: Low confidence,18.52%,7-Day: Low confidence,51.37%,14-Day: Low confidence,80.32%,30-Day: Low confidence
synaptris.com,0,0.0,1.0,0.06%,Today: Low confidence,6.5%,7-Day: Low confidence,11.87%,14-Day: Low confidence,43.34%,30-Day: Low confidence
themes.kadencethemes.com,0,0.0,5.0,0.48%,Today: Low confidence,29.12%,7-Day: Low confidence,88.83%,14-Day: Low confidence,100.0%,30-Day: Low confidence
tpmr.com,0,3.0,5.0,33.6%,Today: Possibly active,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
trabaja.xyz,0,1.0,1.0,12.89%,Today: Possibly active,62.72%,7-Day: Possibly active,81.41%,14-Day: Possibly active,98.84%,30-Day: Possibly active
uploads-ssl.webflow.com,1,7.0,30.0,92.32%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
uploads.strikinglycdn.com,1,6.0,26.0,77.63%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
vtext.com,1,7.0,30.0,80.96%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
ws.onehub.com,0,2.0,5.0,19.06%,Today: Possibly active,98.76%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
www.3u.com,0,0.0,0.0,0.0%,Today: Low confidence,0.0%,7-Day: Low confidence,0.0%,14-Day: Low confidence,0.52%,30-Day: Low confidence
www.deepseek.com,1,7.0,25.0,83.62%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
www.deepseek.com.cdn.cloudflare.net,0,5.0,23.0,47.34%,Today: Possibly active,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
www.filemail.com,0,0.0,2.0,1.21%,Today: Low confidence,25.39%,7-Day: Low confidence,90.04%,14-Day: Low confidence,100.0%,30-Day: Low confidence
www.sthda.com,1,4.0,23.0,36.79%,Today: Possibly active,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
